label,youtube_id,time_start,time_end,split
swing dancing,IAOoAbm0YKY,22,32,train
swing dancing,AfWAoC4ChQo,148,158,train
swing dancing,zEahypGcFSY,12,22,train
swing dancing,98z4c0anIi8,71,81,train
swing dancing,WbHwYePVoik,78,88,train
swing dancing,hEwFYIPkzE8,64,74,train
tango dancing,7GcwBP5b2iY,111,121,train
tango dancing,om7yYmRUWG0,121,131,train
tango dancing,601v8cwpYrw,10,20,train
tango dancing,Y2t7bV5E8kc,25,35,train
tango dancing,JVNeyx2dDp8,86,96,train
tango dancing,PTB-ZpdHRWc,46,56,train
tango dancing,94yZc1QT-Tw,2,12,train
tango dancing,HOkx8-vTKLU,46,56,train
tango dancing,zOd__8igjbo,11,21,train
tango dancing,5vdb_6zGpMU,110,120,train
tango dancing,8l3pti4yqcg,2,12,train
tango dancing,yMPEFAsqElc,104,114,train
tango dancing,w_Z8QaP3r64,4,14,train
tango dancing,F9Ehijaqdl0,41,51,train
tango dancing,5NJnqI1hNs4,29,39,train
tango dancing,R5TMoKHalE8,118,128,train
tango dancing,B3N6vtiT0Hw,81,91,train
tango dancing,EEHupJ8g_jI,101,111,train
tango dancing,CR1hlO8Xqjw,34,44,train
tango dancing,bSKe45ZLGr8,113,123,train
tango dancing,eBssJYLNRnY,32,42,train
tango dancing,oX4Av6L7JB8,39,49,train
tango dancing,ZWkskAG4IiY,147,157,train
tango dancing,u56bcGY2Cs0,3,13,train
tango dancing,jiUcutgKuEk,65,75,train
tango dancing,Dj0_mtoItyk,231,241,train
tango dancing,BxEoNn7rq5I,33,43,train
tango dancing,0GI8boEaFHM,62,72,train
tango dancing,zYzR4C52bG4,1,11,train
tango dancing,4Ov7wAuIZBc,131,141,train
tango dancing,aJ5E3OmD2H4,71,81,train
tango dancing,ALXiNAWwjXw,306,316,train
tango dancing,_h67yu0hpRg,109,119,train
tango dancing,qSohMCcGHUY,98,108,train
tango dancing,RMYIv0A5Nzg,146,156,train
tango dancing,VigODRKqBOY,2,12,train
tango dancing,IgWyS3z_j68,13,23,train
tango dancing,EFGf1WNdnA4,66,76,train
tango dancing,cuDO_gvtUdE,3,13,train
tango dancing,hC7lESvyJt8,82,92,train
tango dancing,Pgl0MeU6Xqs,13,23,train
tango dancing,UyQ5vHj0fNU,107,117,train
tango dancing,S2sn-1HF2LY,3,13,train
tango dancing,LT-e_wj6d9w,12,22,train
